Temperature,Humidity,Soil Moisture,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Soil Type,Season,Location,Crop
23.9,89.6,83.63553613795628,102,28,44,6.8,45.0,Black,Zaid,Ahmedabad,Watermelon
22.9,58.0,48.792401145157385,108,25,31,6.9,179.1,Red,Kharif,Kolkata,Coffee
23.2,62.1,49.061256383790656,116,51,17,7.4,67.2,Black,Kharif,Mumbai,Cotton
23.3,69.8,56.54437742148791,93,39,10,7.0,66.8,Clay,Kharif,Ahmedabad,Maize
23.8,83.8,72.25404465048794,89,57,43,6.3,176.4,Loamy,Kharif,Pune,Rice
25.1,49.5,43.78351713621335,101,64,29,6.7,68.7,Red,Kharif,Kolkata,Cotton
25.0,82.9,72.368827668124,35,6,42,6.7,97.9,Clay,Kharif,Pune,Pomegranate
27.5,80.8,69.56075052596182,78,52,43,6.6,209.6,Loamy,Kharif,Nagpur,Rice
31.8,47.1,35.90582781429584,38,44,25,4.9,99.7,Loamy,Kharif,Bangalore,Mango
28.6,91.2,84.97288437294779,44,9,26,6.7,202.0,Red,Rabi,Nagpur,Coconut
19.5,83.1,77.5279324412107,41,128,205,5.3,79.7,Red,Rabi,Chennai,Grapes
24.9,96.2,88.44104616728507,35,25,13,6.9,108.1,Black,Rabi,Hyderabad,Orange
21.5,58.0,43.8785044028618,42,63,72,6.6,34.6,Black,Rabi,Ahmedabad,Chickpea
18.5,22.6,11.292956304394153,22,66,29,5.9,121.9,Black,Rabi,Pune,Kidneybeans
20.5,55.9,48.56891291207559,28,62,28,6.6,86.9,Clay,Zaid,Delhi,Pigeonpeas
29.3,74.6,66.6479154586335,94,95,57,5.7,112.1,Loamy,Rabi,Pune,Banana
25.8,49.3,37.86758816834694,107,47,18,7.2,89.1,Red,Kharif,Nagpur,Cotton
16.5,58.6,51.3832135600495,25,62,75,6.1,48.0,Black,Rabi,Chennai,Chickpea
23.4,83.1,77.19749898168035,88,52,44,6.8,210.2,Red,Kharif,Hyderabad,Rice
22.2,84.6,72.45156787680376,36,27,42,5.8,109.5,Clay,Zaid,Hyderabad,Pomegranate
28.2,47.5,33.67541147845246,24,23,32,5.1,107.4,Red,Zaid,Chennai,Mango
25.2,51.8,40.98605193713012,41,40,13,8.2,33.2,Clay,Rabi,Kolkata,Mothbeans
24.9,69.7,60.96178363994237,99,27,36,7.0,166.6,Red,Rabi,Chennai,Coffee
33.1,63.3,57.9127049348361,64,67,12,7.7,60.2,Red,Zaid,Nashik,Blackgram
25.9,42.6,28.198804131150766,17,54,21,7.6,31.7,Red,Rabi,Nagpur,Mothbeans
20.4,17.4,10.0,24,55,27,6.0,81.7,Clay,Rabi,Kolkata,Kidneybeans
22.6,87.5,80.00724506524783,69,69,52,7.2,121.1,Red,Rabi,Kolkata,Papaya
24.5,76.0,70.16966177663969,97,72,56,6.0,93.7,Clay,Kharif,Nashik,Banana
26.9,96.8,89.62351778294908,26,27,7,6.0,131.1,Loamy,Rabi,Nagpur,Orange
27.6,87.8,73.28664938188884,61,46,46,6.3,200.3,Clay,Kharif,Bangalore,Rice
20.1,79.1,72.62902190466961,81,53,33,6.6,184.8,Clay,Kharif,Chennai,Rice
22.4,31.7,22.037570444422713,37,55,17,6.0,67.3,Clay,Rabi,Chennai,Kidneybeans
33.3,72.7,60.81700344838723,47,63,29,7.1,68.8,Loamy,Rabi,Kolkata,Blackgram
9.2,95.3,89.81587668060457,33,13,16,7.0,109.8,Black,Kharif,Bangalore,Orange
17.3,54.0,44.96519722222883,85,60,27,6.0,95.3,Loamy,Kharif,Pune,Maize
9.5,96.5,90.0,15,145,197,6.2,107.8,Black,Zaid,Ahmedabad,Apple
26.9,55.0,40.6038619132553,31,84,10,5.0,139.8,Loamy,Kharif,Nashik,Pigeonpeas
30.9,65.7,51.30649674653361,48,66,15,7.2,67.7,Clay,Zaid,Mumbai,Blackgram
28.1,77.8,67.51564050419023,86,76,48,5.7,122.4,Red,Kharif,Mumbai,Banana
19.1,90.6,83.49207204149981,28,11,33,5.5,95.4,Black,Kharif,Chennai,Pomegranate
26.8,53.2,39.03997899838773,23,26,36,6.6,87.4,Black,Zaid,Pune,Mango
26.6,84.6,77.09641004695152,62,62,42,6.9,159.9,Red,Kharif,Kolkata,Jute
5.0,95.9,90.0,38,128,191,6.6,119.6,Clay,Zaid,Delhi,Apple
25.3,80.5,73.33161404192111,74,38,32,6.8,182.1,Red,Kharif,Pune,Jute
21.2,49.4,35.55089314210151,30,69,75,6.2,57.2,Clay,Rabi,Nagpur,Chickpea
23.6,96.9,89.7511084765647,59,43,45,6.7,141.8,Clay,Rabi,Nashik,Papaya
23.0,87.6,82.08997652842966,15,146,202,6.3,72.0,Clay,Kharif,Nashik,Grapes
24.2,42.7,32.02023519589616,17,62,11,6.0,151.4,Red,Kharif,Hyderabad,Pigeonpeas
19.9,66.7,52.0153090773198,34,68,74,6.2,48.1,Loamy,Rabi,Pune,Chickpea
27.3,78.5,67.87639779141016,121,60,43,5.6,116.4,Red,Rabi,Delhi,Banana
25.4,68.8,60.986605682372094,138,56,14,7.2,77.3,Loamy,Kharif,Nagpur,Cotton
25.6,69.7,57.158817119235295,49,83,27,6.6,63.1,Clay,Rabi,Bangalore,Blackgram
26.2,62.6,54.065239711772435,25,51,22,6.1,41.7,Loamy,Kharif,Bangalore,Mothbeans
25.9,29.6,16.625123507062355,21,52,22,6.2,55.7,Red,Zaid,Pune,Kidneybeans
22.7,49.2,36.59436609396567,60,30,29,6.9,87.4,Loamy,Kharif,Ahmedabad,Maize
25.2,79.3,72.2720157911332,74,52,30,6.8,144.8,Red,Kharif,Kolkata,Jute
30.5,67.8,61.42918030021026,41,33,29,4.3,46.4,Black,Rabi,Nashik,Mothbeans
25.6,71.7,62.819230791912204,122,24,28,6.5,131.3,Red,Rabi,Mumbai,Coffee
24.0,94.8,80.83929082241339,34,26,31,6.6,215.2,Loamy,Rabi,Nagpur,Coconut
25.5,48.4,43.29528645897694,142,48,13,6.0,93.2,Red,Kharif,Nagpur,Cotton
22.5,60.9,51.3699975823248,115,18,21,6.6,143.7,Black,Kharif,Pune,Coffee
24.5,63.1,57.08844328627679,95,31,16,7.0,84.9,Red,Kharif,Nashik,Cotton
25.2,61.3,50.445632738942706,53,75,24,7.5,78.0,Loamy,Zaid,Bangalore,Blackgram
29.7,64.2,58.650248448969705,50,61,27,7.0,76.1,Clay,Rabi,Kolkata,Blackgram
24.7,67.3,53.72384467948581,35,57,10,6.7,58.8,Red,Kharif,Pune,Blackgram
17.6,87.7,76.28940203622528,42,21,37,7.1,111.3,Loamy,Rabi,Chennai,Pomegranate
28.8,65.6,51.25177586024649,16,73,20,5.8,50.1,Red,Kharif,Ahmedabad,Lentil
27.4,67.1,54.75119694669299,37,46,18,7.1,64.1,Black,Zaid,Hyderabad,Mungbean
24.8,79.5,66.81917294406652,89,34,49,7.0,166.1,Clay,Kharif,Ahmedabad,Jute
18.5,93.8,82.67424288055487,27,6,11,6.2,107.7,Red,Rabi,Ahmedabad,Orange
30.8,62.0,52.4774996923788,62,50,20,7.0,65.0,Loamy,Rabi,Chennai,Blackgram
26.0,52.7,47.14064369973595,81,63,12,5.9,66.0,Red,Kharif,Kolkata,Maize
23.2,68.0,53.8060691731784,119,56,12,6.2,60.0,Red,Kharif,Nashik,Cotton
26.1,82.1,73.56253502147784,82,57,35,5.8,167.9,Black,Kharif,Ahmedabad,Jute
17.1,64.0,50.49638623503425,91,47,23,5.9,97.6,Loamy,Kharif,Kolkata,Maize
33.5,62.6,48.59505154978733,39,60,20,7.5,68.3,Black,Kharif,Mumbai,Blackgram
26.2,44.2,33.915214691460385,39,61,25,7.2,46.9,Black,Kharif,Mumbai,Mothbeans
24.9,93.8,81.38720326625361,29,15,46,6.5,98.4,Black,Zaid,Mumbai,Pomegranate
25.4,94.7,87.63290991262791,57,44,59,6.3,215.8,Clay,Rabi,Hyderabad,Papaya
26.2,57.0,45.69088361748207,17,37,37,5.5,107.3,Loamy,Zaid,Mumbai,Mango
23.9,94.2,80.63745870999219,65,62,45,6.6,187.0,Red,Rabi,Pune,Papaya
22.8,89.2,74.91845254059862,17,20,44,6.8,115.8,Loamy,Kharif,Chennai,Pomegranate
18.0,64.2,53.47806531826965,29,76,81,5.6,62.1,Black,Rabi,Chennai,Chickpea
25.5,70.8,63.67123541633381,114,12,37,6.0,159.8,Loamy,Kharif,Ahmedabad,Coffee
27.5,58.4,48.223051495550166,24,84,25,4.6,136.9,Black,Zaid,Bangalore,Pigeonpeas
29.5,42.2,31.073815930192417,27,19,26,5.8,99.5,Clay,Zaid,Mumbai,Mango
33.7,42.6,27.726662926865593,19,27,30,4.8,97.1,Red,Kharif,Pune,Mango
11.6,90.3,84.05321294433905,38,31,15,6.5,112.6,Clay,Rabi,Nashik,Orange
23.4,88.3,73.38404389672804,41,42,56,6.6,189.5,Red,Zaid,Delhi,Papaya
31.7,55.2,49.480023823785615,17,31,20,5.4,107.6,Red,Kharif,Mumbai,Mango
27.6,92.5,80.47487298971487,54,56,40,6.9,197.1,Clay,Zaid,Bangalore,Papaya
31.8,47.0,33.245314480487664,43,10,31,5.0,82.5,Black,Rabi,Chennai,Mango
30.7,48.0,39.846197491772045,39,40,38,5.0,86.9,Loamy,Rabi,Mumbai,Mango
25.9,68.9,61.66471559513057,126,44,22,6.7,91.7,Red,Kharif,Kolkata,Cotton
27.1,78.5,72.09578449538672,83,34,45,6.2,185.0,Black,Kharif,Delhi,Rice
31.0,48.4,40.477739992720466,20,39,39,6.5,102.9,Clay,Kharif,Mumbai,Mango
18.0,54.6,49.01641141238882,39,64,19,6.4,124.5,Black,Rabi,Pune,Pigeonpeas
22.4,84.2,72.93001910495583,36,133,193,5.9,80.9,Clay,Zaid,Pune,Grapes
23.6,97.3,84.50389649930486,19,26,31,6.3,105.7,Black,Rabi,Nashik,Pomegranate
17.2,31.4,24.43679039826317,38,59,19,6.0,76.9,Black,Kharif,Mumbai,Kidneybeans
25.5,89.2,79.37516231695689,20,6,39,5.4,179.9,Loamy,Kharif,Hyderabad,Coconut
20.9,85.1,77.54646953571505,17,140,197,6.5,82.5,Red,Zaid,Nashik,Grapes
26.5,90.4,76.17357647666618,117,12,55,6.6,41.8,Black,Zaid,Kolkata,Watermelon
17.8,27.3,18.28986962269866,29,56,27,5.3,117.0,Loamy,Kharif,Ahmedabad,Kidneybeans
11.5,87.9,77.6911365900732,30,116,194,5.3,109.7,Black,Kharif,Nagpur,Apple
30.0,53.8,43.91750167089042,36,20,37,4.8,99.3,Loamy,Kharif,Hyderabad,Mango
26.1,91.1,78.58761593913775,99,9,54,6.2,61.9,Black,Zaid,Delhi,Watermelon
27.2,91.3,81.96438625967394,113,34,51,6.1,25.6,Clay,Zaid,Pune,Muskmelon
27.2,54.5,46.82710884470794,16,40,37,4.9,93.4,Loamy,Rabi,Ahmedabad,Mango
28.9,88.6,78.10618550302407,17,29,27,5.6,174.4,Red,Zaid,Ahmedabad,Coconut
22.0,93.1,82.12068635352605,65,40,53,5.8,175.2,Loamy,Kharif,Bangalore,Papaya
26.1,71.9,57.712737116387295,45,76,20,7.4,71.8,Loamy,Zaid,Pune,Blackgram
26.3,47.5,40.117544422831344,116,32,21,6.3,122.1,Clay,Rabi,Ahmedabad,Coffee
24.3,57.2,45.24876565167624,23,67,26,6.0,121.0,Loamy,Kharif,Nagpur,Pigeonpeas
22.6,57.6,49.514610325836216,90,39,20,6.9,57.9,Loamy,Kharif,Hyderabad,Maize
19.4,24.8,18.563388861382727,25,80,20,6.0,89.8,Black,Zaid,Mumbai,Kidneybeans
24.2,23.0,15.8350129925843,37,75,14,6.1,107.6,Red,Rabi,Bangalore,Kidneybeans
19.2,55.4,45.03000618287942,33,75,29,5.1,95.4,Clay,Zaid,Bangalore,Pigeonpeas
34.3,45.6,36.918184652613,38,36,38,5.0,92.6,Loamy,Zaid,Ahmedabad,Mango
24.7,29.8,20.802799616078612,41,70,29,5.5,72.8,Loamy,Kharif,Delhi,Kidneybeans
5.0,90.6,80.20634964839022,22,124,200,6.0,124.8,Red,Rabi,Bangalore,Apple
29.5,62.6,47.60722575649697,41,35,21,8.7,26.6,Black,Zaid,Mumbai,Mothbeans
26.9,96.1,88.03186688684036,20,20,31,6.3,213.2,Loamy,Zaid,Nagpur,Coconut
18.9,42.8,34.41562639468619,16,76,17,5.3,119.4,Black,Rabi,Mumbai,Pigeonpeas
18.4,58.7,45.38487052185185,34,65,80,6.6,35.1,Loamy,Rabi,Nagpur,Chickpea
29.6,94.5,83.23959881657696,120,34,53,5.6,31.5,Clay,Zaid,Ahmedabad,Muskmelon
29.0,82.1,75.46714781358037,120,90,47,5.8,87.7,Red,Rabi,Mumbai,Banana
26.2,67.2,60.640429500021526,38,31,20,4.4,44.7,Red,Rabi,Ahmedabad,Mothbeans
25.0,68.7,58.59886179001198,99,42,21,7.1,62.6,Black,Kharif,Hyderabad,Cotton
28.7,55.3,47.53022551047399,34,25,34,5.9,108.0,Clay,Kharif,Bangalore,Mango
30.0,67.1,59.307930384936014,42,51,23,6.5,53.1,Black,Kharif,Chennai,Mungbean
20.4,83.3,70.97320215914642,83,54,48,6.0,205.5,Loamy,Kharif,Hyderabad,Rice
25.6,53.9,39.40009775257629,104,21,37,6.1,162.3,Black,Rabi,Pune,Coffee
29.4,43.6,29.406344857280793,18,14,24,5.7,90.3,Loamy,Rabi,Bangalore,Mango
26.1,69.6,62.782362756116655,16,73,12,6.2,37.5,Black,Zaid,Kolkata,Lentil
20.5,70.8,58.99481843136506,10,55,25,6.4,44.5,Clay,Kharif,Delhi,Lentil
16.8,65.1,54.53466874503409,39,63,85,5.8,55.3,Loamy,Rabi,Hyderabad,Chickpea
27.9,71.2,64.48105333476845,42,57,13,5.9,39.6,Red,Kharif,Hyderabad,Mungbean
26.8,44.4,37.34621017798214,25,16,27,4.6,97.1,Clay,Zaid,Pune,Mango
17.0,67.3,61.62701272480777,26,82,89,5.5,59.3,Red,Rabi,Hyderabad,Chickpea
14.5,22.4,10.0,24,64,11,5.5,78.1,Black,Rabi,Mumbai,Kidneybeans
24.9,47.7,38.66911392567156,111,59,29,7.0,62.8,Red,Kharif,Delhi,Cotton
25.5,83.5,76.42061845772233,81,57,43,6.2,175.0,Clay,Kharif,Mumbai,Jute
28.1,96.0,85.180194682131,22,21,25,5.8,210.4,Clay,Zaid,Chennai,Coconut
20.8,24.1,12.25762331284043,15,60,11,5.5,92.1,Loamy,Zaid,Chennai,Kidneybeans
5.0,89.7,78.44508442244013,28,115,200,6.0,109.6,Clay,Rabi,Delhi,Apple
18.1,58.1,50.879488123995195,91,62,15,6.6,79.2,Black,Kharif,Ahmedabad,Maize
18.4,57.9,48.4646374566604,59,43,22,6.8,59.2,Black,Kharif,Kolkata,Maize
16.3,48.1,35.893908066576465,33,56,81,5.6,31.6,Clay,Rabi,Chennai,Chickpea
32.0,57.5,43.29450087424081,48,84,10,6.8,60.2,Black,Zaid,Kolkata,Blackgram
25.6,78.0,64.44547743815473,65,48,30,6.7,157.0,Black,Kharif,Mumbai,Jute
24.9,90.6,77.45045188736297,19,8,30,5.5,156.6,Black,Kharif,Nashik,Coconut
31.5,47.0,33.2428929939524,24,34,26,5.3,109.8,Loamy,Zaid,Delhi,Mango
18.4,96.5,86.70434611700699,22,16,40,7.1,97.7,Red,Zaid,Ahmedabad,Pomegranate
17.7,58.2,45.953038349434244,28,55,70,6.5,34.3,Black,Rabi,Delhi,Chickpea
25.2,61.2,46.909365916709575,128,53,14,7.2,61.3,Red,Kharif,Nagpur,Cotton
24.5,81.3,66.31850293889435,16,137,203,5.7,68.2,Black,Kharif,Kolkata,Grapes
24.1,85.5,70.87702643655652,74,56,34,7.0,145.9,Black,Kharif,Hyderabad,Jute
24.5,72.7,59.836162765610915,141,34,20,7.3,70.6,Loamy,Kharif,Hyderabad,Cotton
26.1,85.9,80.26205302866437,84,37,33,6.2,192.3,Red,Kharif,Chennai,Rice
14.6,96.9,85.87540080050623,17,21,7,7.0,116.4,Loamy,Kharif,Kolkata,Orange
26.0,76.4,62.868977259280044,66,32,44,6.3,143.5,Black,Kharif,Nagpur,Jute
21.6,23.5,14.224181285585335,16,67,29,6.0,79.5,Loamy,Zaid,Mumbai,Kidneybeans
5.0,97.9,83.86046597596223,43,116,195,5.6,101.8,Loamy,Zaid,Kolkata,Apple
5.0,90.9,77.43379631602642,41,145,195,6.4,116.7,Black,Rabi,Mumbai,Apple
21.9,51.4,45.250569169794986,20,83,73,5.6,26.5,Clay,Rabi,Kolkata,Chickpea
23.4,90.1,75.29838625699662,103,34,53,6.9,41.1,Black,Zaid,Pune,Watermelon
29.3,60.4,47.20997323364426,25,45,14,6.9,39.9,Black,Rabi,Kolkata,Mungbean
29.5,97.9,90.0,123,26,41,5.4,20.3,Loamy,Zaid,Nagpur,Muskmelon
33.8,63.0,48.57336644297984,47,57,26,6.5,79.3,Clay,Zaid,Mumbai,Blackgram
26.7,88.5,78.69417794980771,101,5,56,6.8,37.6,Red,Zaid,Hyderabad,Watermelon
22.4,55.8,41.896618488041604,26,57,80,6.3,47.3,Loamy,Rabi,Bangalore,Chickpea
34.3,45.4,35.969129638642826,35,26,28,5.9,107.0,Loamy,Zaid,Nashik,Mango
25.9,79.5,66.51488126307362,21,128,201,6.5,74.2,Red,Zaid,Delhi,Grapes
18.7,89.5,78.20525934473025,38,24,40,7.1,105.4,Loamy,Rabi,Kolkata,Pomegranate
22.8,49.3,42.10743413986665,98,56,11,7.5,62.0,Clay,Kharif,Chennai,Cotton
13.1,97.7,88.00581739943738,29,6,13,7.5,107.9,Clay,Kharif,Nagpur,Orange
27.5,56.9,51.61543235684799,29,83,23,6.5,93.4,Clay,Rabi,Chennai,Pigeonpeas
25.0,97.2,88.82449828106398,56,46,45,7.0,175.0,Red,Kharif,Hyderabad,Papaya
25.5,92.4,81.25541918371128,28,22,28,5.8,181.1,Clay,Rabi,Bangalore,Coconut
26.1,62.5,56.26782616624838,64,58,20,6.5,66.4,Black,Kharif,Mumbai,Blackgram
19.6,66.9,56.664552709444024,90,57,17,6.5,97.3,Red,Kharif,Delhi,Maize
23.8,55.3,49.44704422037935,24,54,23,5.2,90.2,Black,Zaid,Hyderabad,Pigeonpeas
25.0,77.1,63.10206644381106,60,35,35,6.5,216.0,Red,Kharif,Hyderabad,Rice
25.8,69.6,55.50420201371546,137,54,23,7.2,78.5,Red,Kharif,Pune,Cotton
34.5,45.9,37.51697520186627,25,25,21,4.9,102.7,Clay,Rabi,Delhi,Mango
27.7,58.4,48.21206851582194,44,67,17,6.4,57.3,Loamy,Kharif,Kolkata,Blackgram
16.9,95.2,80.6549727494128,36,17,5,7.5,99.9,Loamy,Kharif,Nagpur,Orange
28.0,94.9,85.07018531617048,36,13,5,6.1,104.3,Red,Rabi,Chennai,Orange
10.8,87.8,76.90692270358684,30,23,6,6.6,100.5,Clay,Zaid,Bangalore,Orange
29.1,58.7,51.12487090782692,28,78,10,6.1,113.7,Black,Rabi,Nashik,Pigeonpeas
32.0,72.8,65.52234628112177,46,72,14,6.7,73.8,Black,Kharif,Ahmedabad,Blackgram
27.1,87.1,75.92325245761057,102,15,56,7.1,49.2,Black,Zaid,Delhi,Watermelon
20.0,67.7,58.24288599007875,23,59,86,6.5,53.9,Loamy,Rabi,Mumbai,Chickpea
27.2,66.4,52.18648145985864,26,33,27,6.5,54.3,Black,Kharif,Kolkata,Mungbean
29.1,96.5,90.0,37,19,31,6.6,166.1,Clay,Zaid,Hyderabad,Coconut
18.9,32.9,25.140256394603284,29,70,17,5.6,97.2,Black,Kharif,Chennai,Kidneybeans
25.6,53.4,40.42698328129775,22,65,29,5.7,127.1,Loamy,Kharif,Hyderabad,Pigeonpeas
21.9,90.7,79.21752050355347,31,21,30,6.4,101.7,Clay,Rabi,Bangalore,Pomegranate
24.8,90.9,76.41166763150163,57,66,58,6.0,134.7,Clay,Rabi,Delhi,Papaya
22.1,58.3,47.30396682794283,26,69,82,6.3,34.4,Red,Rabi,Nagpur,Chickpea
26.3,94.2,88.09165887403147,40,22,20,6.1,164.3,Black,Rabi,Mumbai,Coconut
5.0,96.7,84.25508599706527,28,135,191,6.3,112.5,Clay,Zaid,Delhi,Apple
19.1,48.1,38.317120946156706,60,63,15,5.4,89.0,Black,Kharif,Delhi,Maize
26.4,64.0,49.35875975904167,33,40,29,5.9,49.7,Red,Rabi,Chennai,Mungbean
31.6,59.1,49.69071806440841,38,67,26,7.7,68.0,Loamy,Zaid,Pune,Blackgram
26.6,82.3,72.98004881557563,25,148,198,6.0,74.1,Red,Kharif,Kolkata,Grapes
25.1,81.8,66.98718920588968,31,140,204,6.4,71.1,Loamy,Rabi,Hyderabad,Grapes
20.6,81.4,72.05488938423507,69,56,41,6.6,219.3,Black,Kharif,Mumbai,Rice
28.9,71.4,60.153485482168115,32,58,25,7.0,43.8,Loamy,Zaid,Chennai,Lentil
26.4,96.6,90.0,85,33,45,6.5,24.2,Loamy,Zaid,Kolkata,Muskmelon
30.2,65.7,55.334496974148536,31,31,10,8.1,34.3,Black,Rabi,Ahmedabad,Mothbeans
24.8,23.2,12.102195671889517,27,56,21,5.6,152.4,Black,Rabi,Pune,Kidneybeans
19.2,82.7,73.03136037060665,87,63,32,6.2,223.8,Clay,Kharif,Ahmedabad,Rice
34.5,88.6,76.54652172764546,28,24,14,7.6,118.2,Clay,Zaid,Hyderabad,Orange
25.3,88.2,79.133080448645,113,16,55,7.0,63.0,Black,Zaid,Delhi,Watermelon
19.9,49.6,39.080796844240126,26,79,84,5.8,26.3,Loamy,Rabi,Nashik,Chickpea
20.6,23.4,10.0,22,68,15,5.7,101.9,Black,Rabi,Delhi,Kidneybeans
19.3,79.2,71.620216558853,33,117,192,5.5,69.1,Clay,Kharif,Bangalore,Grapes
26.1,97.9,90.0,98,6,55,6.8,62.8,Black,Zaid,Chennai,Watermelon
23.4,63.7,55.89804239904351,113,23,31,7.0,136.0,Loamy,Kharif,Nashik,Coffee
30.3,50.9,44.39414602530758,31,33,21,6.6,90.7,Loamy,Rabi,Mumbai,Mango
26.9,71.6,64.31480149496606,43,75,28,6.3,55.0,Black,Rabi,Nagpur,Blackgram
26.2,97.2,84.8686333861464,20,24,30,5.9,218.0,Loamy,Kharif,Nagpur,Coconut
24.2,81.4,72.23102794613305,39,148,195,5.4,71.5,Black,Kharif,Mumbai,Grapes
24.5,95.5,81.57533106691419,30,16,9,7.5,107.7,Red,Rabi,Nashik,Orange
26.9,91.2,76.56398333281793,98,16,41,6.7,16.7,Loamy,Zaid,Hyderabad,Muskmelon
27.1,49.7,38.31408540451147,42,31,29,4.8,81.5,Red,Kharif,Nagpur,Mango
24.8,76.1,64.26147898852474,75,53,46,7.0,139.0,Black,Kharif,Kolkata,Jute
20.8,68.5,57.180176615508,42,67,77,5.4,35.6,Black,Rabi,Kolkata,Chickpea
27.7,85.0,70.93546929861836,91,35,43,6.5,217.7,Black,Kharif,Chennai,Rice
23.4,93.3,83.85671998864525,108,7,41,6.5,61.4,Loamy,Zaid,Nagpur,Watermelon
27.8,89.9,84.373426890973,105,30,58,6.0,64.4,Red,Zaid,Delhi,Watermelon
26.8,84.0,73.06393346334463,62,47,43,5.5,143.8,Red,Kharif,Bangalore,Jute
26.3,55.5,48.60413917682769,99,38,31,7.1,161.6,Clay,Kharif,Kolkata,Coffee
32.4,51.7,38.35160891285988,42,26,34,5.6,104.9,Clay,Zaid,Nashik,Mango
30.1,63.9,55.71830179725492,43,60,26,7.2,30.0,Black,Zaid,Ahmedabad,Mungbean
25.0,88.7,77.93159425878726,19,17,39,6.6,100.1,Clay,Rabi,Ahmedabad,Pomegranate
22.0,87.6,76.76966222175558,22,13,10,7.4,112.4,Clay,Kharif,Mumbai,Orange
21.6,68.9,61.66363136953578,23,59,12,5.7,41.2,Loamy,Zaid,Nashik,Lentil
26.1,97.9,90.0,104,18,51,6.4,57.9,Clay,Zaid,Ahmedabad,Watermelon
25.6,87.1,77.74602900713325,100,5,41,6.0,30.8,Black,Zaid,Nagpur,Muskmelon
32.9,54.9,44.12287836015427,43,20,25,4.5,92.4,Black,Zaid,Mumbai,Mango
28.3,79.4,74.02576777207432,112,76,40,5.7,121.1,Black,Kharif,Chennai,Banana
23.0,62.7,57.5340480633956,110,20,25,7.0,154.5,Red,Rabi,Mumbai,Coffee
27.5,94.9,86.82728205953521,111,24,53,6.7,36.9,Clay,Zaid,Nashik,Watermelon
20.5,58.0,50.119656862304254,7,79,23,5.7,53.7,Red,Kharif,Nashik,Lentil
17.1,68.0,57.2830098618292,56,47,11,6.9,72.6,Black,Kharif,Delhi,Maize
18.8,55.0,42.90495945412734,57,40,18,5.7,67.3,Black,Kharif,Hyderabad,Maize
21.8,72.6,66.19593878992417,22,69,16,7.1,36.5,Red,Rabi,Pune,Lentil
26.1,68.9,54.36561233720097,109,60,15,6.1,68.7,Clay,Kharif,Hyderabad,Cotton
19.7,69.0,62.0448878337595,80,44,24,6.4,97.2,Black,Kharif,Nagpur,Maize
20.6,95.2,83.01150661722346,19,12,49,6.1,110.7,Black,Kharif,Delhi,Pomegranate
22.4,60.0,49.04269463773961,20,58,85,5.7,58.4,Clay,Rabi,Bangalore,Chickpea
29.3,97.2,87.47577424095853,17,13,37,5.7,168.4,Red,Zaid,Nashik,Coconut
30.0,88.7,75.81089358319956,34,7,9,6.1,112.1,Red,Kharif,Ahmedabad,Orange
18.4,72.5,60.368871239889614,87,36,27,6.6,70.5,Red,Kharif,Nashik,Maize
26.3,58.0,47.13271003444045,108,42,11,7.2,72.7,Black,Kharif,Hyderabad,Cotton
25.0,95.9,89.47762214577455,109,24,53,6.5,25.4,Clay,Zaid,Bangalore,Muskmelon
28.4,51.5,43.16427156987211,33,41,34,4.9,97.3,Loamy,Zaid,Pune,Mango
24.0,51.6,38.136824313645185,22,70,27,4.4,99.3,Black,Zaid,Nagpur,Pigeonpeas
28.8,66.0,56.49601869602702,40,51,12,6.3,33.0,Red,Kharif,Pune,Mungbean
27.4,94.1,85.03276588615961,29,26,38,6.6,221.4,Loamy,Zaid,Kolkata,Coconut
27.3,68.8,61.09435827959968,98,13,37,7.1,136.6,Black,Zaid,Chennai,Coffee
23.8,94.2,80.86118328844948,31,31,40,6.8,118.6,Red,Kharif,Ahmedabad,Pomegranate
27.3,84.4,69.67864546856225,103,96,58,6.6,90.6,Clay,Kharif,Nashik,Banana
26.2,67.8,58.46259199360556,19,53,25,6.3,41.8,Loamy,Rabi,Mumbai,Mungbean
30.8,53.5,44.045659836748676,39,41,25,6.4,107.7,Loamy,Zaid,Bangalore,Mango
18.9,85.2,73.97301529690287,39,24,37,6.7,108.8,Black,Rabi,Nagpur,Pomegranate
22.2,59.2,52.92241121492104,139,64,28,6.3,75.6,Red,Kharif,Hyderabad,Cotton
20.9,56.6,49.637979476263766,44,74,87,6.6,54.8,Black,Rabi,Bangalore,Chickpea
17.9,46.2,36.29919209695893,26,73,13,6.3,121.9,Black,Kharif,Kolkata,Pigeonpeas
27.5,90.2,78.27955886574216,101,17,53,7.2,62.4,Red,Zaid,Kolkata,Watermelon
23.0,67.9,62.39865332338509,122,24,24,6.0,157.7,Loamy,Rabi,Kolkata,Coffee
29.7,45.2,36.906413766617504,36,61,17,7.6,33.9,Black,Rabi,Pune,Mothbeans
24.9,93.0,81.93809798354683,121,18,53,5.6,24.9,Clay,Zaid,Mumbai,Muskmelon
30.0,58.5,49.69758062763124,37,64,11,6.2,101.0,Red,Rabi,Mumbai,Pigeonpeas
27.7,62.8,52.33878810588349,6,53,26,5.8,48.1,Black,Rabi,Nagpur,Lentil
27.5,87.7,81.32993330056743,54,69,56,6.8,185.5,Clay,Zaid,Ahmedabad,Papaya
